,Twitter Account,Tweet,Tweets Ago,Compound
177,CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",78,-0.5411
178,CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,79,0.0
179,CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,80,-0.296
180,CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,81,0.4753
181,CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,82,0.0
182,CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,83,0.3612
183,CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",84,0.6908
184,CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,85,0.4215
185,CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,86,0.6514
186,CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",87,0.0
187,CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",88,0.0
188,CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",89,-0.6908
189,CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,90,0.6239
190,CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",91,0.0
191,CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,92,-0.4389
192,CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",93,0.0
193,CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",94,0.0
194,CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,95,0.5423
195,CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",96,0.3182
196,CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,97,0.0
197,CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,98,-0.5267
198,CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,99,0.0
199,CBS,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,100,0.4389
200,CNN,"Eggs from Gravel Ridge Farms in Cullman, Alabama, have been linked to 38 cases of salmonella in seven states, the U… https://t.co/H2AF5EfGGY",1,-0.128
201,CNN,White House press secretary Sarah Sanders is taking reporters' questions a day after President Trump mocked Christi… https://t.co/pg1xRwV15F,2,-0.3182
202,CNN,Harvard University has placed its head diving coach on leave after allegations of sexual misconduct against him wer… https://t.co/Swbz1cv9mP,3,0.0258
203,CNN,"The White House is now holding a press briefing, the first in nearly a month.

Watch live: https://t.co/UYpqI3w42L … https://t.co/HZzOaLSIlO",4,0.0
204,CNN,New Zealand firm Perpetual Guardian has tested a four-day work week while still paying employees for the five. The… https://t.co/3VXS2NBHts,5,0.0
205,CNN,"Four men, described as ""serial rioters,"" have been charged in last year's deadly Charlottesville rally… https://t.co/736seYxVFz",6,-0.2023
206,CNN,"Oaktree Capital co-chairman @howardmarksbook joins @RichardQuest on @CNNMoney's ""Markets Now"" today to discuss how… https://t.co/3X6FRGJGts",7,0.0
207,CNN,Prince Harry and Meghan are the Duke and Duchess of Sussex -- and today they're making their first official visit t… https://t.co/XKzm28a7fm,8,0.0
208,CNN,President Trump's mockery of Christine Blasey Ford sparked an immediate backlash among two critical Republican swin… https://t.co/F22fLKrqdT,9,-0.5574
209,CNN,"Travelers arriving in New Zealand could now face a fine of up to $3,200 (5,000 NZD) if they refuse to allow border… https://t.co/M3EGT9xnje",10,0.128
210,CNN,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidatio… https://t.co/Vx94UpcWQS",11,0.0
211,CNN,The Emerald Bay Maritime Heritage Trail just opened to scuba divers and snorkelers who want to see sunken historic… https://t.co/RPbz21kEbV,12,0.0772
212,CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/ZKBZGmQr3L",13,-0.4019
213,CNN,Soccer star Cristiano Ronaldo tweets a denial of rape allegations in an American woman's lawsuit and says he awaits… https://t.co/iBm7JsLiaG,14,-0.765
214,CNN,The FBI is expanding its inquiry into sexual assault allegations against Supreme Court nominee Brett Kavanaugh beyo… https://t.co/hXCeXI6d5K,15,-0.0516
215,CNN,"Have a cellphone? Expect it to buzz and beep loudly this afternoon around 2:18 p.m. EDT with a ""Presidential Alert""… https://t.co/JGrEiNXlwC",16,0.0
216,CNN,"RT @cnni: If you want to find out more about period poverty in Tanzania, you can see our Instagram Story: https://t.co/MveolpTbI4

Read mor…",17,-0.5046
217,CNN,"For many people, Trump is the living embodiment of the American dream. That's why a NYT report detailing a series o… https://t.co/0syazlQy0S",18,0.25
218,CNN,She could be America’s first black female governor. Stacey Abrams admits she is not like what has come before her i… https://t.co/qOaIRCyhUM,19,0.0232
219,CNN,Prince Harry and Meghan are the Duke and Duchess of Sussex -- and today they're making their first official visit t… https://t.co/xcjqoEzW3w,20,0.0
220,CNN,"Eggs from Gravel Ridge Farms in Cullman, Alabama, have been linked to 38 cases of salmonella in seven states, the U… https://t.co/H2AF5EfGGY",21,-0.128
221,CNN,White House press secretary Sarah Sanders is taking reporters' questions a day after President Trump mocked Christi… https://t.co/pg1xRwV15F,22,-0.3182
222,CNN,Harvard University has placed its head diving coach on leave after allegations of sexual misconduct against him wer… https://t.co/Swbz1cv9mP,23,0.0258
223,CNN,"The White House is now holding a press briefing, the first in nearly a month.

Watch live: https://t.co/UYpqI3w42L … https://t.co/HZzOaLSIlO",24,0.0
224,CNN,New Zealand firm Perpetual Guardian has tested a four-day work week while still paying employees for the five. The… https://t.co/3VXS2NBHts,25,0.0
225,CNN,"Four men, described as ""serial rioters,"" have been charged in last year's deadly Charlottesville rally… https://t.co/736seYxVFz",26,-0.2023
226,CNN,"Oaktree Capital co-chairman @howardmarksbook joins @RichardQuest on @CNNMoney's ""Markets Now"" today to discuss how… https://t.co/3X6FRGJGts",27,0.0
227,CNN,Prince Harry and Meghan are the Duke and Duchess of Sussex -- and today they're making their first official visit t… https://t.co/XKzm28a7fm,28,0.0
228,CNN,President Trump's mockery of Christine Blasey Ford sparked an immediate backlash among two critical Republican swin… https://t.co/F22fLKrqdT,29,-0.5574
229,CNN,"Travelers arriving in New Zealand could now face a fine of up to $3,200 (5,000 NZD) if they refuse to allow border… https://t.co/M3EGT9xnje",30,0.128
230,CNN,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidatio… https://t.co/Vx94UpcWQS",31,0.0
231,CNN,The Emerald Bay Maritime Heritage Trail just opened to scuba divers and snorkelers who want to see sunken historic… https://t.co/RPbz21kEbV,32,0.0772
232,CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/ZKBZGmQr3L",33,-0.4019
233,CNN,Soccer star Cristiano Ronaldo tweets a denial of rape allegations in an American woman's lawsuit and says he awaits… https://t.co/iBm7JsLiaG,34,-0.765
234,CNN,The FBI is expanding its inquiry into sexual assault allegations against Supreme Court nominee Brett Kavanaugh beyo… https://t.co/hXCeXI6d5K,35,-0.0516
235,CNN,"Have a cellphone? Expect it to buzz and beep loudly this afternoon around 2:18 p.m. EDT with a ""Presidential Alert""… https://t.co/JGrEiNXlwC",36,0.0
236,CNN,"RT @cnni: If you want to find out more about period poverty in Tanzania, you can see our Instagram Story: https://t.co/MveolpTbI4

Read mor…",37,-0.5046
237,CNN,"For many people, Trump is the living embodiment of the American dream. That's why a NYT report detailing a series o… https://t.co/0syazlQy0S",38,0.25
238,CNN,She could be America’s first black female governor. Stacey Abrams admits she is not like what has come before her i… https://t.co/qOaIRCyhUM,39,0.0232
239,CNN,Prince Harry and Meghan are the Duke and Duchess of Sussex -- and today they're making their first official visit t… https://t.co/xcjqoEzW3w,40,0.0
240,CNN,RT @CNNMoney: The markets are soaring. How should investors play it? Howard Marks of Oaktree Capital thinks they should proceed with cautio…,41,0.34
241,CNN,Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman… https://t.co/yc9TrptAl1,42,0.0
242,CNN,"Grammy Award-winning audio engineer Geoff Emerick, who worked on several of the Beatles' most important albums, die… https://t.co/09GtDVQgpo",43,0.2716
243,CNN,"RT @CNNPolitics: Sen. Susan Collins, a key GOP swing vote, on President Trump mocking Kavanuagh accuser Christine Blasey Ford: ""The Preside…",44,-0.4019
244,CNN,President Trump's mockery of Christine Blasey Ford sparked an immediate backlash among two critical Republican swin… https://t.co/soBHyej149,45,-0.5574
245,CNN,"Apple is finally getting a llama emoji. And a raccoon, bagel, frisbee and mosquito, too.
The company says it will l… https://t.co/pGrSLSPYQP",46,0.0
246,CNN,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/lFXgEpi4jA",47,0.0
247,CNN,"""Brett Kavanaugh's chances of being confirmed are lower today than they were yesterday as a result of President Tru… https://t.co/5CJlUSTKWh",48,-0.1027
248,CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/GzjBbWgr3G,49,0.4927
249,CNN,"Travelers arriving in New Zealand could now face a fine of up to $3,200 (5,000 NZD) if they refuse to allow border… https://t.co/SUzXZcifav",50,0.128
250,CNN,"RT @NewDay: 7-year-old @MaleaEmma says she loves @Xtina... and is seeing her idol tonight! 

""Today's a really good day! I get to do this i…",51,0.8165
251,CNN,"For many people, Trump is the living embodiment of the American dream. That's why a NYT report detailing a series o… https://t.co/FBonCFOMVM",52,0.25
252,CNN,"Today's top business headlines with @ChristineRomans before the opening bell:

- Dow hits all-time high

- Amazon w… https://t.co/mzcbjQjzm3",53,0.3612
253,CNN,President Trump's attack on Christine Blasey Ford could make Senate Majority Leader Mitch McConnell's job even toug… https://t.co/5KqFxgtszW,54,-0.4767
254,CNN,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/dAb9OtSvLy",55,-0.4019
255,CNN,A notorious French convict who used a helicopter to break out of prison in July has been arrested north of Paris… https://t.co/ZvGaM8FYzd,56,-0.8519
256,CNN,"RT @cnni: As part of the #AsEquals series, CNN is reporting on gender equality around the world. This week we’re covering period poverty. h…",57,-0.5106
257,CNN,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidatio… https://t.co/8jP9qiu7gw",58,0.0
258,CNN,"RT @NewDay: ""To mock her last night like the President did... He's dividing us into tribes and last night was the most basic tribe of all:…",59,-0.0772
259,CNN,The science behind the standing desk movement isn't standing up to criticism https://t.co/FEdQVlVd2T,60,-0.4404
260,CNN,"5 things for Wednesday:

- President Trump
- Brett Kavanaugh
- Indonesia
- French prison break
- Social media burgl… https://t.co/LhnK83vkPv",61,-0.5106
261,CNN,"Four men, described as ""serial rioters,"" have been charged in last year's deadly Charlottesville rally… https://t.co/NejMLmfUeK",62,-0.2023
262,CNN,"A volcano has erupted on Sulawesi island in Indonesia, just five days after it was hit by an earthquake and tsunami… https://t.co/EdeukkEbOA",63,0.0
263,CNN,British Prime Minister Theresa May just danced her way onto stage for her speech at the Conservative Party conferen… https://t.co/TxCz8fm5Sw,64,0.4019
264,CNN,The FBI is expanding its inquiry into sexual assault allegations against Supreme Court nominee Brett Kavanaugh beyo… https://t.co/drn6sJQ6G6,65,-0.0516
265,CNN,Republican Sen. Lindsey Graham to President Trump: Renominate Supreme Court nominee Brett Kavanaugh if the vote fai… https://t.co/ZzC40OMGql,66,0.5574
266,CNN,Here's how much fast food Americans are eating https://t.co/V467cVuhjI https://t.co/eoZTqhkZhu,67,0.0
267,CNN,This is the GOP's strategy to save Kavanaugh | Analysis by @GregJKrieg https://t.co/3BK8XT4StD https://t.co/8YEu0vM48P,68,0.4939
268,CNN,"Have a cellphone? Expect it to buzz and beep loudly this afternoon around 2:18 p.m. EDT with a ""Presidential Alert""… https://t.co/xK1beleHGK",69,0.0
269,CNN,Richard Ojeda is not a typical Democratic congressional candidate. He voted for Trump. But now he's running as his… https://t.co/IWQtcHtrsf,70,0.0
270,CNN,"For many people, Trump is the living embodiment of the American dream. That's why a NYT report detailing a series o… https://t.co/D1WlVy5H3S",71,0.25
271,CNN,Images and quotes were projected onto the Burj Khalifa in Dubai on Tuesday night to mark Mahatma Gandhi's 150th bir… https://t.co/foKu1GfMx3,72,0.0
272,CNN,"JUST IN: Nobel Prize in Chemistry awarded to Frances H. Arnold, George P. Smith and Sir Gregory P. Winter for pione… https://t.co/Qv5gtjNIrv",73,0.7184
273,CNN,A notorious French convict who used a helicopter to break out of prison has been arrested near Paris… https://t.co/MlNFMgXmQb,74,-0.8519
274,CNN,"Images from Palu, Indonesia, show the devastation wrought by an earthquake and tsunami that wiped out the city's in… https://t.co/fQQ7rppxnM",75,-0.4215
275,CNN,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/sfICfNXuWS",76,0.7102
276,CNN,"Desperation is growing in the stricken Indonesian city of Palu, as residents face a fourth day without adequate foo… https://t.co/tDP51kxSAq",77,-0.7404
277,CNN,"There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/MLrFb1lGfQ",78,0.1779
278,CNN,The creation myth of the billionaire businessman Donald Trump just imploded | Analysis by @cillizzacnn… https://t.co/TRRfVJdqEP,79,0.2732
279,CNN,"Travelers arriving in New Zealand could now face a fine of up to $3,200 (5,000 NZD) if they refuse to allow border… https://t.co/ReelDnxely",80,0.128
280,CNN,"Thailand's Maya Bay, made popular by the film ""The Beach,"" was due to reopen this month, but now will remain closed… https://t.co/5fQcn2dM1a",81,0.2263
281,CNN,Here's how much fast food Americans are eating https://t.co/0zQfx4SO7S https://t.co/d8wNOVKJDt,82,0.0
282,CNN,President Trump's mocking of Christine Blasey Ford during a campaign rally could make Senate Majority Leader Mitch… https://t.co/5m1SCYTXs1,83,-0.4019
283,CNN,"Senate Majority Leader Mitch McConnell on allegations against Brett Kavanaugh: ""What I can tell you with certainty… https://t.co/gJB2g4jrxR",84,0.0
284,CNN,Police say two men broke into a UPS facility in Memphis and stole 400 guns https://t.co/2c1QNTQIBb https://t.co/HTX42LS49G,85,-0.4215
285,CNN,Germany's Bayern Munich is exploring the relationship between crowd noise and on-pitch performance. Using acoustic… https://t.co/k085tNu1ux,86,0.0
286,CNN,Aerial photos show just how close a US Navy ship came to colliding with a Chinese warship that had challenged the U… https://t.co/qvtxgOtkjN,87,-0.3818
287,CNN,Two prosecutors who worked on Paul Manafort's criminal cases are ending their tenure working for special counsel Ro… https://t.co/IQozdy9vTV,88,-0.1779
288,CNN,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags… https://t.co/IEIgeZYGeE,89,0.4404
289,CNN,"This district in West Virginia voted overwhelmingly for President Trump in the 2016 election. But now, a Democrat n… https://t.co/cmonLVJ2sq",90,-0.0644
290,CNN,"Apple is finally getting a llama emoji -- and a raccoon, bagel, frisbee and mosquito, too. Here's what to know abou… https://t.co/vZtjy4rMl3",91,0.0
291,CNN,Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/7APNWmWhUP,92,0.7003
292,CNN,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/n1yfFFmyAZ,93,-0.34
293,CNN,Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman… https://t.co/KHPcKegCxZ,94,0.0
294,CNN,"""I know the name of the boy who assaulted me. I have no reason to disrupt his life, even though mine has been upend… https://t.co/mGvybpTN4E",95,-0.6808
295,CNN,Lake Tahoe visitors can now explore the lake's underwater exhibits via the Emerald Bay Maritime Heritage Trail… https://t.co/DfE0akZ6YG,96,0.0
296,CNN,"Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

An… https://t.co/mhfrG2kR28",97,0.5106
297,CNN,"There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/iHueesZb3z",98,0.1779
298,CNN,"What's going on in the South China Sea?

China's man-made islands, complete with airstrips and radar towers, have s… https://t.co/WOHd93B88k",99,0.0
299,CNN,"Donte Palmer isn't the only dad who's had to squat on a dirty restroom floor to change his baby's diaper.

He's jus… https://t.co/LDH9LLtciq",100,-0.4404
300,Fox News,.@PressSec: “The president’s very confident his nominee.” https://t.co/BumkESYftU,1,0.5413
301,Fox News,".@PressSec: “They’re not opposed to Judge Kavanaugh’s judicial views, they’re literally trying to undercut the voic… https://t.co/FLGKKIHb9S",2,0.0
302,Fox News,.@AmbJohnBolton: “The president has decided that the United States will withdraw from the optional protocol and dis… https://t.co/OyOuxDUwzh,3,0.4215
303,Fox News,.@SBALinda: “I would like to thank the president for his generosity and for his support of the Small Business Admin… https://t.co/238ARHgodi,4,0.875
304,Fox News,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/8OEMFROGuf,5,0.0
305,Fox News,RT @FoxBusiness: Stocks continue their record run  https://t.co/LpHFiXUBg5,6,0.0
306,Fox News,"RT @FoxBusiness: Speaking to @MariaBartiromo, @GOPChairwoman Ronna McDaniel said Democrats will aim to ""stop Donald Trump"" if they take con…",7,-0.296
307,Fox News,GOP lawmakers demand 'immediate' ethics probe into leak of Ford's Kavanaugh letter https://t.co/tHl5EMCoSp,8,-0.4404
308,Fox News,"Casey Anthony ‘open’ to having more children, ‘doesn’t care’ what people think, report says https://t.co/ckRzvhpDwB",9,0.0
309,Fox News,"In remarks on the Senate Floor Wednesday, @@senatemajldr Mitch McConnell spoke about the harassment himself and fel… https://t.co/I9ZrV3nLBt",10,-0.5423
310,Fox News,.@SenatorCollins is escorted by U.S. Capitol Police past waiting reporters trying to ask about Supreme Court nomine… https://t.co/LkmJlZmgaF,11,0.5574
311,Fox News,Police officers in Texas were led on a chase that's far from what they're used to — a raccoon in their headquarters… https://t.co/CHewU4EIy5,12,0.0
312,Fox News,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/vY4LQUf7f0,13,-0.0516
313,Fox News,Yellowstone geyser eruption reveals decades of trash buildup https://t.co/aEtombExPG,14,0.0
314,Fox News,Republican senator asks McCaskill campaign to remove him from ad https://t.co/2BMrSWeq9i,15,0.0
315,Fox News,Photo of the Day: Morning ground fog floats over a forest in Hungary. https://t.co/TW3FgXiROQ,16,0.0
316,Fox News,"Packages sent to Pentagon that tested positive for ricin are suspected to have been mailed by a former Navy sailor,… https://t.co/gbAZrBoXf5",17,0.4019
317,Fox News,Comey subpoena considered by Republicans on Capitol Hill https://t.co/ayrUyWRFJ2 https://t.co/C4RSfm29Kb,18,0.0
318,Fox News,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/QQKGA56q5E",19,0.0
319,Fox News,".@JohnCornyn: ""Unfortunately this confirmation process has turned into something very different from what we'd ordi… https://t.co/zMJ2u8KUUM",20,-0.34
320,Fox News,.@PressSec: “The president’s very confident his nominee.” https://t.co/BumkESYftU,21,0.5413
321,Fox News,".@PressSec: “They’re not opposed to Judge Kavanaugh’s judicial views, they’re literally trying to undercut the voic… https://t.co/FLGKKIHb9S",22,0.0
322,Fox News,.@AmbJohnBolton: “The president has decided that the United States will withdraw from the optional protocol and dis… https://t.co/OyOuxDUwzh,23,0.4215
323,Fox News,.@SBALinda: “I would like to thank the president for his generosity and for his support of the Small Business Admin… https://t.co/238ARHgodi,24,0.875
324,Fox News,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/8OEMFROGuf,25,0.0
325,Fox News,RT @FoxBusiness: Stocks continue their record run  https://t.co/LpHFiXUBg5,26,0.0
326,Fox News,"RT @FoxBusiness: Speaking to @MariaBartiromo, @GOPChairwoman Ronna McDaniel said Democrats will aim to ""stop Donald Trump"" if they take con…",27,-0.296
327,Fox News,GOP lawmakers demand 'immediate' ethics probe into leak of Ford's Kavanaugh letter https://t.co/tHl5EMCoSp,28,-0.4404
328,Fox News,"Casey Anthony ‘open’ to having more children, ‘doesn’t care’ what people think, report says https://t.co/ckRzvhpDwB",29,0.0
329,Fox News,"In remarks on the Senate Floor Wednesday, @@senatemajldr Mitch McConnell spoke about the harassment himself and fel… https://t.co/I9ZrV3nLBt",30,-0.5423
330,Fox News,.@SenatorCollins is escorted by U.S. Capitol Police past waiting reporters trying to ask about Supreme Court nomine… https://t.co/LkmJlZmgaF,31,0.5574
331,Fox News,Police officers in Texas were led on a chase that's far from what they're used to — a raccoon in their headquarters… https://t.co/CHewU4EIy5,32,0.0
332,Fox News,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/vY4LQUf7f0,33,-0.0516
333,Fox News,Yellowstone geyser eruption reveals decades of trash buildup https://t.co/aEtombExPG,34,0.0
334,Fox News,Republican senator asks McCaskill campaign to remove him from ad https://t.co/2BMrSWeq9i,35,0.0
335,Fox News,Photo of the Day: Morning ground fog floats over a forest in Hungary. https://t.co/TW3FgXiROQ,36,0.0
336,Fox News,"Packages sent to Pentagon that tested positive for ricin are suspected to have been mailed by a former Navy sailor,… https://t.co/gbAZrBoXf5",37,0.4019
337,Fox News,Comey subpoena considered by Republicans on Capitol Hill https://t.co/ayrUyWRFJ2 https://t.co/C4RSfm29Kb,38,0.0
338,Fox News,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/QQKGA56q5E",39,0.0
339,Fox News,".@JohnCornyn: ""Unfortunately this confirmation process has turned into something very different from what we'd ordi… https://t.co/zMJ2u8KUUM",40,-0.34
340,Fox News,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/4noSlnkdR8,41,-0.0516
341,Fox News,.@cvpayne discusses @federalreserve Chair Jerome Powell’s comments that the U.S. economy appears to be in a 'remark… https://t.co/qKWkPWmdmB,42,0.0
342,Fox News,".@SenJohnKennedy: ""Both the accuser and the accused are entitled to respect and fairness and due process, and they'… https://t.co/FeRfDhSzMi",43,0.4588
