,Twitter Account,Tweet,Tweets Ago,Compound
343,Fox News,.@SenJohnKennedy: “You either believe that there is no due process left in America or you don’t. I happen to believ… https://t.co/SMEehxfIQo,44,-0.296
344,Fox News,.@SecPompeo: “I’m announcing that the United States is terminating the 1955 Treaty of Amity with Iran. This is a de… https://t.co/jqQKEJbJw4,45,0.4215
345,Fox News,.@SecPompeo delivers remarks at the @StateDept.  https://t.co/rp6SqHaIxK,46,0.0
346,Fox News,.@KellyannePolls: “We have to make sure that we’re not blaming an entire gender for what individual men have done a… https://t.co/5zPdwABrcN,47,0.6031
347,Fox News,"Meghan, Duchess of Sussex received a bunch of flowers from well-wishers during a visit to the Pavilion Building in… https://t.co/7VOWvs8Q4c",48,0.0
348,Fox News,.@FLOTUS tours historic sites in Ghana on first stop of solo international tour https://t.co/M4tMZYy2xo https://t.co/ALnysRUUgj,49,-0.296
349,Fox News,.@FLOTUS Melania Trump visits former slave facility on Africa trip: 'I will never forget the stories'… https://t.co/BKK9bLINtC,50,0.1695
350,Fox News,".@RepSwalwell on Kavanaugh vote: “The Supreme Court should…have credible judges of integrity, that’s more important… https://t.co/vyumkfIIQF",51,0.7351
351,Fox News,".@senatemajldr: ""No matter what accommodations were made, no matter what agreements were reached, Senate Democrats… https://t.co/pqwB5B0DiL",52,-0.1779
352,Fox News,"On @foxandfriends, @seanspicer reacted to President @realDonaldTrump replacing NAFTA with the United States-Mexico-… https://t.co/7Ayo7lbrEM",53,0.4215
353,Fox News,.@senatemajldr on people protesting GOP Senate members: “There is no chance in the world they’re going to scare us… https://t.co/enA9aaLLp6,54,-0.7351
354,Fox News,Chicago Police Officer Jason Van Dyke testifies in Laquan McDonald murder trial https://t.co/joQ83W1EbN https://t.co/7Mvao7JeGZ,55,-0.6908
355,Fox News,"JUST IN: Former Navy sailor mailed packages that tested positive for ricin, officials say https://t.co/aiAsTpuNiT",56,0.5574
356,Fox News,.@GOPChairwoman Ronna McDaniel: “[Republicans] are going on offense and defense and we want to make sure we’re prot… https://t.co/cFOxSwcJIq,57,0.2732
357,Fox News,.@GOPChairwoman Ronna McDaniel: “Democrats have been talking about their energy throughout this past two years – it… https://t.co/azbf4bd185,58,0.2732
358,Fox News,.@JonathanTurley reacts to @POTUS appearing to mock Dr. Ford at rally on Tuesday https://t.co/lAQtxTL4ad,59,-0.4215
359,Fox News,Critical swing vote senators feeling pressure as @senatemajldr says vote will happen this week https://t.co/idEKMIKPDa,60,-0.4588
360,Fox News,Honda teaming up with GM on autonomous cars https://t.co/x9WnmrpYXK,61,0.0
361,Fox News,"Dunkin’, Harpoon Brewery unveil new coffee beer https://t.co/QPaF58CqXF",62,0.0
362,Fox News,President @realDonaldTrump appears to mock Christine Blasey Ford's testimony during campaign rally… https://t.co/MJnVj7AmrO,63,-0.4215
363,Fox News,NASCAR announces big rule changes for 2019 https://t.co/lIPJQZa0kN,64,0.0
364,Fox News,"Staff Sgt. Ronald Shurer II, Medal of Honor recipient, on @foxandfriends https://t.co/zoivKALwH5 https://t.co/pJnZVei6Qa",65,0.743
365,Fox News,Staff Sgt. Ronald Shurer II on @foxandfriends: “It was definitely a very overwhelming day.” https://t.co/zoivKALwH5 https://t.co/Hkw7F7Qejr,66,0.4019
366,Fox News,OPINION: John Stossel: Government fails the seriously mentally ill https://t.co/tIjn7JtUlq,67,-0.743
367,Fox News,WATCH: GOP Senator Pushes Back When Confronted by Anti-Kavanaugh Protester https://t.co/Y9Ebd6wqAP,68,-0.2023
368,Fox News,.@seanspicer on United States-Mexico-Canada Agreement: “This president said he was going to do it and he did it.”… https://t.co/TKuCqYeXQb,69,0.7184
369,Fox News,.@seanspicer: “Part of the reason that she lost the campaign is that she doesn’t recognize the 60+ million people t… https://t.co/CqwYpHXWwm,70,-0.3182
370,Fox News,OPINION: @charliekirk11: 10 things Democrats will take away from us if they win control of the House and Senate https://t.co/f6iOPpaB9A,71,0.5859
371,Fox News,.@FLOTUS tours hospital in Ghana @foxandfriends https://t.co/VRn34izS7i,72,0.0
372,Fox News,Gen Terrence Dake on @foxandfriends: “We believe that America is an exceptional nation.” https://t.co/c2pWD4GeOs,73,0.0
373,Fox News,.@UN orders U.S. to lift certain Iran sanctions @foxandfriends https://t.co/ojfXeOlAAH,74,0.2732
374,Fox News,"RT @FoxNewsResearch: US-China Tensions:
—Late Sept—
•US bombers over disputed waters in S China Sea, E China Sea
•US approved $330M Taiwan…",75,-0.3182
375,Fox News,RT @FoxBusiness: Trump touts ‘best economy in our history’ to electrical contractors  https://t.co/yQgePCjYYF,76,-0.0258
376,Fox News,RT @FoxBusiness: These stores are closed on Thanksgiving https://t.co/pcuc7w5FVC,77,0.0
377,Fox News,FEMA test of 'presidential alert' to go out Wednesday to 225 million electronic devices https://t.co/VzO9Ea9wbK,78,0.296
378,Fox News,"Brian Brenberg: “Amazon wants to automate its operations…So they know this is gonna hurt their competitors, if ther… https://t.co/7ji4rgJHJi",79,-0.5267
379,Fox News,Brian Brenberg on Amazon’s pay raises: “There’s no way Amazon would be doing this if the economy wasn’t growing the… https://t.co/77eC1Bl9GD,80,-0.0516
380,Fox News,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/n5HetcyVdt,81,0.0
381,Fox News,Ex-Yahoo boss @marissamayer looks to turn funeral home into club for working women https://t.co/AZ0wRcxz67,82,-0.3612
382,Fox News,Antjuan Seawright: “Everyone can participate in our democracy…Some will educate. Some will agitate. Some will legis… https://t.co/HPifKaokOv,83,-0.4019
383,Fox News,California Democrat who declared Maryland home as primary residence says he made 'honest mistake' https://t.co/iEsL8xg1J5,84,0.2263
384,Fox News,Jen Kerns: “They will not stop these tactics — the Democrats won’t — if they continue to work. And that’s why the 2… https://t.co/7rMi24huEN,85,0.2235
385,Fox News,Vandalism suspect says he's 'happy' about damage outside local Republican Party headquarters https://t.co/FIsrAzHpGy,86,-0.4019
386,Fox News,".@madisongesiotto on Judge Kavanaugh’s temperament: “Anybody who’s been, as he claims, falsely accused of something… https://t.co/pR3eAHMB5M",87,-0.296
387,Fox News,.@jasoninthehouse on redacted Uranium One documents: “The United States has uranium. The Russians want it — because… https://t.co/XBBdhSbNSY,88,0.4767
388,Fox News,".@madisongesiotto: “When it comes down to it, not only Democrats are gonna lose votes in November — but Republicans… https://t.co/BZdalaxWG6",89,-0.2144
389,Fox News,"JUST SWELL: No ocean, no problem for this Arizona surfer who hit some waves on a heavily flooded Scottsdale street… https://t.co/3AzRoEWZKr",90,-0.7269
390,Fox News,.@HillaryClinton takes aim at @realDonaldTrump and his supporters @FoxFriendsFirst https://t.co/NYivEicGys https://t.co/y9YmoSGUb5,91,0.4404
391,Fox News,"4 linked to burglaries at LA-area homes of @rihanna, players for @Dodgers, @RamsNFL, police say https://t.co/26j0nPMSDm",92,0.0
392,Fox News,"Emily Compagno on potential SCOTUS decision: “If, for example, the president were to pardon someone for a federal c… https://t.co/6cVQ2IjG9O",93,0.3182
393,Fox News,'Dukes Of Hazzard' star John Schneider reveals whopping cost of down-home show https://t.co/JYMhHvps8r,94,0.0
394,Fox News,"Emily Compagno on Kavanaugh probe: “It’s an indicator, frankly, that there isn’t additional information — conflicti… https://t.co/PsqLZHBewh",95,0.0
395,Fox News,Former CEO of gun rights group pleads guilty to gun trafficking https://t.co/nr7ck2pkxZ,96,-0.765
396,Fox News,President @realDonaldTrump rallies voters ahead of midterm elections @FoxFriendsFirst https://t.co/7IV43EbPgp https://t.co/QcMcbhyL5W,97,0.0
397,Fox News,"Suspicious packages sent to White House &amp; Pentagon @FoxFriendsFirst 
 https://t.co/aac1vfq0Ug https://t.co/KUVbY0xKvn",98,-0.3612
398,Fox News,Seattle closer to getting NHL expansion team following meeting at league headquarters https://t.co/bqpqYDhYJ5,99,0.0
399,Fox News,"Kentucky @GovMattBevin on the Russia probe: ""It's floundering, trying to find some semblance of relevance."" https://t.co/Xy9nfJkJ3B",100,0.0
400,The New York Times,3 of the Republican senators who could decide whether Brett Kavanaugh joins the Supreme Court condemn President Tru… https://t.co/9ObPQdMGYJ,1,0.25
401,The New York Times,Phones across the U.S. will soon buzz with a “presidential alert.” Don’t panic: It’s the first nationwide test of a… https://t.co/ukuauFvKiN,2,-0.5106
402,The New York Times,RT @NYTHealth: Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they couldn't get…,3,0.6369
403,The New York Times,"""I’m sad that I might have caused people anguish in the job, or made people unhappy,"" says the ""Mad Men"" creator Ma… https://t.co/vRlArSldgJ",4,-0.8807
404,The New York Times,"Retaliatory tariffs enacted by China — on things like whiskey, pork and cranberries — could have a big negative imp… https://t.co/FzOMF0OJ8s",5,-0.296
405,The New York Times,"By the Book: Kate Atkinson, author of ""Transcription,"" wants ""absolutely no one"" to write her life story. ""If I was… https://t.co/9eGM7qVs6O",6,-0.3597
406,The New York Times,The University of Mississippi wants to remove the name of a major benefactor to its journalism school after his con… https://t.co/wo4VoWYlQ4,7,0.0
407,The New York Times,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/1rh5S2jXSs",8,0.4404
408,The New York Times,None of the 36 candidates the Republican Party is fielding for governor this year are black or Hispanic. Some in th… https://t.co/l7rV8NVMhs,9,0.4019
409,The New York Times,U.S. Senate Republicans are stepping up efforts to challenge Christine Blasey Ford’s credibility by confronting her… https://t.co/EfO8V4NEpb,10,-0.0772
410,The New York Times,"""For me, adulthood sank in when my first student loan payment was due. I realized that I had no idea where to begin… https://t.co/Irs977Opts",11,-0.296
411,The New York Times,"In Opinion

Op-Ed contributors Thomas Meaney and Saskia Schäfer write, ""Right-wing protests in Germany these days a… https://t.co/nkZNHP7u0z",12,-0.2263
412,The New York Times,The earthquake turned the ground into jelly in a deadly churn that sent buildings flowing sideways even as they wer… https://t.co/B4FvHKUJtv,13,0.0
413,The New York Times,"President Trump has long sold himself as a self-made billionaire, but a New York Times investigation found that he… https://t.co/nuhfYPqf1o",14,0.0
414,The New York Times,The United States ambassador to NATO nearly set off a diplomatic incident on Tuesday when she suggested that the Un… https://t.co/v6qncLz0mH,15,0.4215
415,The New York Times,"RT @mikiebarb: On today’s Daily: for an investigation this big, we did things differently. A cold open in the locked room where it happened…",16,0.0
416,The New York Times,Late-night hosts were impressed by how quickly a (very) young Donald Trump had amassed his fortune https://t.co/NNHpmU1JtV,17,0.4767
417,The New York Times,"""After 11 years of trying to outrun depression and PTSD symptoms, I have finally concluded that it's faster than me… https://t.co/w8yuyOgn0U",18,-0.5719
418,The New York Times,RT @NYTmag: THIS WEEK’S COVER: @ladygaga isn’t done shape-shifting yet. @rachsyme profiles the ‘‘A Star Is Born’’ actress in her latest rei…,19,0.0
419,The New York Times,"In her first public statement since dropping from public view 4 months ago, Fan Bingbing offered a contrite apology… https://t.co/FHRD2W0jXv",20,0.3182
420,The New York Times,3 of the Republican senators who could decide whether Brett Kavanaugh joins the Supreme Court condemn President Tru… https://t.co/9ObPQdMGYJ,21,0.25
421,The New York Times,Phones across the U.S. will soon buzz with a “presidential alert.” Don’t panic: It’s the first nationwide test of a… https://t.co/ukuauFvKiN,22,-0.5106
422,The New York Times,RT @NYTHealth: Heart patients had every reason to be excited about these powerful new cholesterol drugs. Until they found they couldn't get…,23,0.6369
423,The New York Times,"""I’m sad that I might have caused people anguish in the job, or made people unhappy,"" says the ""Mad Men"" creator Ma… https://t.co/vRlArSldgJ",24,-0.8807
424,The New York Times,"Retaliatory tariffs enacted by China — on things like whiskey, pork and cranberries — could have a big negative imp… https://t.co/FzOMF0OJ8s",25,-0.296
425,The New York Times,"By the Book: Kate Atkinson, author of ""Transcription,"" wants ""absolutely no one"" to write her life story. ""If I was… https://t.co/9eGM7qVs6O",26,-0.3597
426,The New York Times,The University of Mississippi wants to remove the name of a major benefactor to its journalism school after his con… https://t.co/wo4VoWYlQ4,27,0.0
427,The New York Times,"When Donald Trump was 3 years old, his father effectively made him a landlord. Here’s how Fred Trump’s maneuver cre… https://t.co/1rh5S2jXSs",28,0.4404
428,The New York Times,None of the 36 candidates the Republican Party is fielding for governor this year are black or Hispanic. Some in th… https://t.co/l7rV8NVMhs,29,0.4019
429,The New York Times,U.S. Senate Republicans are stepping up efforts to challenge Christine Blasey Ford’s credibility by confronting her… https://t.co/EfO8V4NEpb,30,-0.0772
430,The New York Times,"""For me, adulthood sank in when my first student loan payment was due. I realized that I had no idea where to begin… https://t.co/Irs977Opts",31,-0.296
431,The New York Times,"In Opinion

Op-Ed contributors Thomas Meaney and Saskia Schäfer write, ""Right-wing protests in Germany these days a… https://t.co/nkZNHP7u0z",32,-0.2263
432,The New York Times,The earthquake turned the ground into jelly in a deadly churn that sent buildings flowing sideways even as they wer… https://t.co/B4FvHKUJtv,33,0.0
433,The New York Times,"President Trump has long sold himself as a self-made billionaire, but a New York Times investigation found that he… https://t.co/nuhfYPqf1o",34,0.0
434,The New York Times,The United States ambassador to NATO nearly set off a diplomatic incident on Tuesday when she suggested that the Un… https://t.co/v6qncLz0mH,35,0.4215
435,The New York Times,"RT @mikiebarb: On today’s Daily: for an investigation this big, we did things differently. A cold open in the locked room where it happened…",36,0.0
436,The New York Times,Late-night hosts were impressed by how quickly a (very) young Donald Trump had amassed his fortune https://t.co/NNHpmU1JtV,37,0.4767
437,The New York Times,"""After 11 years of trying to outrun depression and PTSD symptoms, I have finally concluded that it's faster than me… https://t.co/w8yuyOgn0U",38,-0.5719
438,The New York Times,RT @NYTmag: THIS WEEK’S COVER: @ladygaga isn’t done shape-shifting yet. @rachsyme profiles the ‘‘A Star Is Born’’ actress in her latest rei…,39,0.0
439,The New York Times,"In her first public statement since dropping from public view 4 months ago, Fan Bingbing offered a contrite apology… https://t.co/FHRD2W0jXv",40,0.3182
440,The New York Times,How to help survivors of the Indonesia earthquake and tsunami https://t.co/QH4yQoRtB8 https://t.co/Prcrole8Cs,41,0.4019
441,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/d0CXjH0RKU https://t.co/UcmXYxdFpq,42,0.0
442,The New York Times,Cellphones across the United States will get a test alert at 2:18 p.m. Eastern. It will be the first nationwide tes… https://t.co/xw6mXhvJ2Q,43,0.6124
443,The New York Times,"David Hockney says he is not a churchgoer, but on Tuesday a window that he designed was formally dedicated in Westm… https://t.co/20u7FmR0KV",44,0.6124
444,The New York Times,"Law enforcement officials in Missouri don't know the whereabouts of more than 1,200 registered sex offenders, accor… https://t.co/4NOAIpnlhZ",45,-0.3612
445,The New York Times,RT @nytimesworld: It has taken 18 years and successive governments for politicians to recognize that sanitary products are a necessary heal…,46,0.2732
446,The New York Times,"Your daily @DealBook Briefing:

• Trump's empire was built on gifts and tax dodges. 

• Amazon’s wage increase is b… https://t.co/GXu6un5SYH",47,0.3182
447,The New York Times,"By age 3, Donald Trump was earning $200,000 a year in today’s dollars from his father’s empire.

In all, financial… https://t.co/fZ9wLEJe5B",48,0.0
448,The New York Times,"In a rebuke to the Trump administration, the International Court of Justice ordered the United States to ease some… https://t.co/uS6aEKLMKu",49,0.8271
449,The New York Times,The overcrowding at this refugee camp is so extreme that asylum seekers spend as much as 12 hours a day waiting in… https://t.co/q7yBQiekK3,50,0.0
450,The New York Times,RT @susannecraig: Couldn’t sleep so I went out to Queens to watch the press run of our  tax story. What an amazing rush. https://t.co/UsV8p…,51,0.5859
451,The New York Times,Cervical cancer could be eliminated in Australia within the next two decades because of a government program to vac… https://t.co/sh8lubU39E,52,-0.6597
452,The New York Times,"In 2006, the American Bar Association raised questions about Brett Kavanaugh's demeanor and veracity https://t.co/cvfVebkTJt",53,0.0
453,The New York Times,How Trump really got rich https://t.co/2I1W3ZTURj https://t.co/7nPkU3kCaP,54,0.5965
454,The New York Times,"Pope Francis’ reputation, which once seemed unassailable, has sustained considerable damage in the wake of the sex… https://t.co/7m1qMfnrcy",55,-0.4939
455,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/5Juq6epxLF https://t.co/JFeN1ANM3P,56,0.0
456,The New York Times,Breaking News: Three evolutionary scientists won the Nobel Prize in Chemistry. They applied principles of Darwin to… https://t.co/lJs7CvEEf4,57,0.7906
457,The New York Times,"RT @peterbakernyt: Abandoning the restraint urged on him by advisers and Senate Republicans, Trump goes after Christine Blasey Ford before…",58,-0.3818
458,The New York Times,"10 years ago, Mark Zuckerberg introduced a tool that connects other sites and apps to Facebook passwords. Now these… https://t.co/Q1RUGb7Vzm",59,0.0
459,The New York Times,France publicly linked Iran’s intelligence services to a foiled bomb plot that targeted a June meeting near Paris o… https://t.co/nE7YJL6lJO,60,-0.0258
460,The New York Times,"CBS fired Brad Kern, a producer who had been accused of misconduct ranging from mistreatment of women to racially i… https://t.co/hxdubAhHtp",61,-0.7003
461,The New York Times,"Jamal Khashoggi, a Saudi journalist who has become a sharp critic of the country's leadership, was detained in the… https://t.co/MfQ2U9Rdif",62,-0.5859
462,The New York Times,"We hope you have time to read the complete investigation into Trump's wealth by @SusanneCraig, @DavidBarstow and… https://t.co/ggtx1QzzUD",63,0.7269
463,The New York Times,"Poisonous batches of bootleg alcohol killed at least 42 people, blinded more than a dozen and sent hundreds to the… https://t.co/nB98P2gTaf",64,-0.8481
464,The New York Times,"In this Egyptian-Australian family, dogs were treated with a kind but practical sense of reserve. Until Max came al… https://t.co/ZPhYZ6jKlf",65,0.296
465,The New York Times,Marks &amp; Spencer is a cultural fixture in the daily lives of millions of Britons. But as profit falls and e-commerce… https://t.co/sb96Ux0gCM,66,0.5927
466,The New York Times,"Chinese state TV has a new tool that it hopes will inspire interest in President Xi Jinping, China's most powerful… https://t.co/zFSWMzQWIZ",67,0.8591
467,The New York Times,RT @PatrickKingsley: This Greek refugee camp is the biggest in Europe. Yet aid workers say its conditions are worse than many camps in the…,68,-0.4767
468,The New York Times,"""I’m going to quit using Facebook to log in to apps and sites online. You should, too,"" writes our tech columnist… https://t.co/elTIuA2YLJ",69,0.0
469,The New York Times,"In Amsterdam, it’s not just the number of tourists that pose a problem. It’s how they behave. https://t.co/LOte66aY80",70,-0.4445
470,The New York Times,"Sexual assaults, knife attacks and suicide attempts are commonplace at Europe’s largest refugee camp. Aid groups wa… https://t.co/VGnfp2Mz9A",71,-0.8979
471,The New York Times,"After Elon Musk threatened that he would quit, the Tesla board caved to his demands to fight the S.E.C. settlement,… https://t.co/RsyknBLGFn",72,-0.6808
472,The New York Times,"In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders fr… https://t.co/tRTg4BvC94",73,0.4404
473,The New York Times,President Trump has sold himself as a self-made billionaire but our investigation found that he received more than… https://t.co/GAzkfLdBRF,74,0.0
474,The New York Times,"The big water off Nazaré, Portugal, once almost killed Maya Gabeira, a surfer. Now it has put her in the record boo… https://t.co/jAFKjZLw5O",75,-0.6378
475,The New York Times,"RT @nytvideo: Videos and satellite images show the devastating impact of the earthquake in Indonesia, which moved entire houses and destroy…",76,-0.6486
476,The New York Times,"“As long as governments exist, corruption will exist,” Do Muoi once said. “It is an illness of government, and it c… https://t.co/vIOQAghOrk",77,-0.4019
477,The New York Times,"South Korea announced a sweeping crackdown on “fake news,” calling it “a destroyer of democracy.” Critics say it’s… https://t.co/LuMRQiodMh",78,-0.6369
478,The New York Times,"If you're looking to help those affected by the earthquake and tsunami that struck Indonesia, here's some advice https://t.co/aFEw0imlZc",79,0.0258
479,The New York Times,4 members of a militant white-supremacist organization were arrested on charges of inciting a riot in Charlottesvil… https://t.co/pJ4h5VOLNT,80,-0.8316
480,The New York Times,"More than 2,500 Afghans are braving serious security risks to run for parliament. Seven candidates have already bee… https://t.co/iSZYr8t9KA",81,-0.0
481,The New York Times,RT @marclacey: Hurricane Florence may be over but it's not really over. https://t.co/INqHdo3app,82,0.0
482,The New York Times,A veteran journalist who has become a critic of Saudi leaders entered the Saudi consulate in Istanbul on Tuesday af… https://t.co/SWRp949XE2,83,-0.2732
483,The New York Times,"RT @fmanjoo: I'm going to quit using Facebook to sign on to stuff. So should you. 

Use a password manager. Use Google. After the massive h…",84,0.0
484,The New York Times,"In 2006, the American Bar Association raised questions about Brett Kavanaugh's demeanor and veracity https://t.co/eE2PNOqBNK",85,0.0
485,The New York Times,Our investigation revealed that Donald Trump received the equivalent today of at least $413 million from his father… https://t.co/Tojoj6Kbte,86,0.0
486,The New York Times,"The Chinese film star Fan Bingbing, who vanished from public view months ago, faces huge fines for tax evasion, rep… https://t.co/ZkqZyT5bnB",87,0.5574
487,The New York Times,"About 8% of the registered sex offenders in Missouri are unaccounted for, according to a state audit, which said th… https://t.co/GscygaKv3z",88,-0.3612
488,The New York Times,Officials are beginning to sort out what went wrong with Indonesia’s early warning system for tsunami detection https://t.co/y2YrphSwUZ,89,-0.6705
489,The New York Times,"In Opinion

Seeing the Earth from the moon 50 years ago changed these astronauts forever. In this film, they tell t… https://t.co/IOOEFJEVCD",90,0.0
490,The New York Times,In The Edit newsletter: Contributors weigh in on the sexual assault allegations against Brett Kavanaugh and what co… https://t.co/Nwl6NVNBeu,91,-0.5859
491,The New York Times,"Sherri's red blood cell levels plummet and her iron disappears. You'd think she's bleeding, but there's no blood in… https://t.co/32wuN3LYJ9",92,-0.5423
492,The New York Times,Travelers entering New Zealand may now be prosecuted and fined if they refuse to allow access to their digital devi… https://t.co/vR0FQzyfgg,93,-0.4404
493,The New York Times,"At a rally, President Trump mocked Christine Blasey Ford, who has accused Brett Kavanaugh of sexual assault https://t.co/E5KUbfwzzH",94,-0.8074
494,The New York Times,"While All County was all upside for Donald Trump and his siblings, it had an insidious downside for Fred Trump’s te… https://t.co/ri9i74ieAb",95,-0.25
495,The New York Times,All County siphoned millions of dollars from Fred Trump’s empire by simply marking up purchases already made by his… https://t.co/9mRFXDGBG7,96,0.0
496,The New York Times,"All County’s ostensible purpose was to be the purchasing agent for Fred Trump’s buildings, buying everything from b… https://t.co/5E2JKsZeL3",97,0.0
497,The New York Times,"The most overt fraud was All County Building Supply &amp; Maintenance, a company formed by the Trump family in 1992:… https://t.co/smByPZvPYY",98,-0.6222
498,The New York Times,Tax experts briefed on The New York Times’s findings said the Trumps’ conduct presented a pattern of deception and… https://t.co/Vfs3ST7PxG,99,-0.4404
499,The New York Times,How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D,100,0.6705
